D,L,P,G,X,DH,CHF,T
0.0104,3.8,15690,828,0.398,887,709,175.32
0.0104,3.8,15690,998,0.338,744,721,207.9
0.0104,3.8,15690,1250,0.245,618,721,235.7
0.0104,3.8,15690,1511,0.209,497,721,261.33
0.0104,3.8,15690,1743,0.216,374,697,285.98
0.0104,3.8,15690,1956,0.272,264,721,306.45
0.0104,3.8,15690,1998,0.235,292,721,301.41
0.0104,3.8,15690,2361,0.267,181,732,320.6
0.0104,3.8,15690,2862,0.274,92,721,334.15
0.0104,3.8,15690,2460,0.11,730,1395,211.04
0.0104,3.8,15690,2943,0.114,575,1372,244.95
0.0104,3.8,15690,3470,0.153,426,1360,275.76
0.00384,0.799,17650,4006,0.049,400,2210,296.45
0.00384,0.799,17650,4006,0.089,344,2080,306.77
0.00384,0.799,17650,4006,0.16,223,1780,327.3
0.00384,0.799,17650,4006,0.258,86,1489,346.54
0.00384,0.799,17650,4990,0.12,279,2339,318.13
0.00384,0.799,17650,4966,0.247,86,1789,346.54
0.0051,2.6,17650,1959,0.235,1059,1232,153.56
0.0051,2.6,17650,1999,0.345,432,686,290.36
0.0051,2.6,17650,2027,0.361,372,686,301.67
0.0051,2.6,17650,2285,0.359,326,697,309.99
0.0051,2.6,17650,2475,0.39,255,674,322.14
0.0051,2.6,17650,2965,0.197,1072,1744,150.5
0.0051,2.6,17650,2965,0.321,552,1174,266.45
0.0051,2.6,17650,3386,0.216,900,1756,190.42
0.0051,2.6,17650,3522,0.3,438,1174,289.2
0.0051,2.6,17650,3998,0.263,717,1767,231.4
0.0051,2.6,17650,4447,0.215,655,1767,244.82
0.0051,2.6,17650,4773,0.244,582,1791,260.24
0.0074,3.8,17650,1486,0.323,688,686,237.71
0.0074,3.8,17650,1744,0.3,572,697,262.32
0.0074,3.8,17650,2261,0.309,372,697,301.67
0.0074,3.8,17650,2397,0.19,828,1174,206.76
0.0074,3.8,17650,2500,0.302,326,709,309.99
0.0074,3.8,17650,2700,0.297,285,709,317.11
0.0074,3.8,17650,2739,0.202,721,1163,230.53
0.0074,3.8,17650,2946,0.213,640,1163,248.03
0.0074,3.8,17650,3191,0.227,567,1163,263.36
0.0074,3.8,17650,3217,0.218,557,1163,265.42
0.0074,3.8,17650,3443,0.23,516,1174,273.78
0.0074,3.8,17650,3469,0.063,1166,2035,128.3
0.0074,3.8,17650,3469,0.34,123,686,341.87
0.0074,3.8,17650,3501,0.035,1178,2046,125.45
0.0074,3.8,17650,3695,0.242,448,1174,287.26
0.0074,3.8,17650,3772,0.067,1085,2046,147.45
0.0074,3.8,17650,3998,0.071,998,2035,167.81
0.0074,3.8,17650,3998,0.26,383,1174,299.63
0.0074,3.8,17650,4244,0.087,936,2046,182.16
0.0074,3.8,17650,4302,0.287,315,1163,311.93
0.0074,3.8,17650,4496,0.294,285,1174,317.11
0.0074,3.8,17650,4522,0.096,878,2070,195.44
0.0074,3.8,17650,4883,0.083,796,2046,213.94
0.0074,3.8,17650,5303,0.114,702,2070,234.67
0.0074,3.8,17650,5497,0.124,674,2046,240.74
0.0074,3.8,17650,5742,0.105,655,2058,244.82
0.0074,3.8,17650,5742,0.14,616,2046,253.11
0.0074,3.8,17650,6027,0.111,611,2058,254.17
0.0074,3.8,17650,6246,0.153,542,2011,268.5
0.0074,3.8,17650,6472,0.152,521,2035,272.77
0.0074,3.8,17650,6692,0.116,537,2046,269.52
0.00802,1.57,17650,979,0.241,459,830,285.12
0.00802,1.57,17650,996,0.171,606,950,255.22
0.00802,1.57,17650,1001,0.06,887,1189,193.38
0.00802,1.57,17650,1001,0.094,749,1060,224.37
0.00802,1.57,17650,1007,-0.04,1149,1420,132.33
0.00802,1.57,17650,1012,0.016,1015,1320,163.85
0.00802,1.57,17650,1018,-0.113,1234,1470,112.12
0.00796,1.565,17650,1619,0.015,864,1800,198.62
0.00796,1.565,17650,1619,0.082,626,1430,251
0.00796,1.565,17650,1630,0.026,777,1639,218.17
0.00802,1.57,17650,1601,0.109,511,1230,274.79
0.00802,1.57,17650,1601,0.159,394,1089,297.57
0.00802,1.57,17650,1601,0.19,285,919,317.11
0.00802,1.57,17650,1601,0.249,158,769,337.07
0.00802,1.57,17650,1601,0.285,86,669,346.54
0.00802,1.57,17650,2178,0.027,640,1850,248.03
0.00802,1.57,17650,2211,0.089,480,1570,280.98
0.00802,1.57,17650,2216,0.134,378,1410,300.56
0.00802,1.57,17650,2216,0.18,255,1180,322.14
0.00802,1.57,17650,2689,0.037,557,2050,265.42
0.00802,1.57,17650,2684,0.097,454,1850,286.09
0.00802,1.57,17650,2689,0.137,344,1600,306.77
0.00802,1.57,17650,2689,0.222,158,1210,337.07
0.00802,1.57,17650,2689,0.265,86,1069,346.54
0.00802,1.57,17650,3201,-0.003,557,2300,265.42
0.00802,1.57,17650,3201,0.107,344,1810,306.77
0.00802,1.57,17650,3212,0.059,454,2100,286.09
0.00802,1.57,17650,3212,0.206,158,1389,337.07
0.00802,1.57,17650,3987,-0.019,557,2800,265.42
0.00802,1.57,17650,3987,0.049,454,2580,286.09
0.00802,1.57,17650,4009,0.09,344,2220,306.77
0.00802,1.57,17650,3987,0.207,158,1739,337.07
0.00802,0.778,17650,2216,0.025,291,1850,316.09
0.00807,0.778,17650,2216,-0.068,427,2200,291.32
0.00807,0.778,17650,2222,-0.123,532,2510,270.54
0.00807,0.778,17650,2678,-0.098,485,2860,279.99
0.00807,0.778,17650,2694,-0.042,372,2480,301.67
0.00807,0.778,17650,3188,-0.132,511,3400,274.79
0.00807,0.778,17650,3188,0.023,255,2380,322.14
0.0104,3.8,17650,622,0.565,1179,686,125.22
0.0104,3.8,17650,654,0.474,1183,697,124.27
0.0104,3.8,17650,674,0.501,1217,744,116.17
0.0104,3.8,17650,785,0.344,1050,709,155.67
0.0104,3.8,17650,828,0.302,1041,744,157.77
0.0104,3.8,17650,910,0.254,1020,744,162.68
0.0104,3.8,17650,910,0.273,998,744,167.81
0.0104,3.8,17650,923,0.21,1006,744,165.94
0.0104,3.8,17650,1014,0.18,864,697,198.62
0.0104,3.8,17650,1070,0.172,846,744,202.7
0.0104,3.8,17650,1253,0.17,698,709,235.54
0.0104,3.8,17650,1253,0.18,669,697,241.81
0.0104,3.8,17650,1286,0.174,683,744,238.79
0.0104,3.8,17650,1416,0.185,572,686,262.32
0.0104,3.8,17650,1662,0.118,864,1081,198.62
0.0104,3.8,17650,1688,0.045,1192,1407,122.13
0.0104,3.8,17650,1701,0.134,855,1116,200.66
0.0104,3.8,17650,2123,0.289,261,732,321.15
0.0104,3.8,17650,2218,0.035,1213,1872,117.13
0.0104,3.8,17650,2244,0.11,841,1430,203.83
0.0104,3.8,17650,2250,0.037,1209,1860,118.08
0.0104,3.8,17650,2368,0.324,165,686,336.07
0.0104,3.8,17650,2744,0.046,962,1872,176.16
0.0104,3.8,17650,2888,0.132,636,1465,248.88
0.0104,3.8,17650,3303,0.238,273,1081,319.14
0.0104,3.8,17650,3333,0.06,759,1814,222.16
0.0104,3.8,17650,3359,0.163,501,1465,276.8
0.0104,3.8,17650,3414,0.183,427,1360,291.32
0.0104,3.8,17650,3470,0.256,217,1058,328.24
0.0104,3.8,19610,769,0.317,1154,709,152.05
0.0104,3.8,19610,785,0.262,1132,686,157.21
0.0104,3.8,19610,1014,0.24,840,686,223.97
0.0104,3.8,19610,1014,0.232,859,686,219.75
0.0104,3.8,19610,1089,0.239,868,755,217.75
0.0104,3.8,19610,1201,0.234,712,697,251.77
0.0104,3.8,19610,1498,0.284,491,697,296.46
0.0104,3.8,19610,1730,0.324,376,697,317.4
0.0104,3.8,19610,1930,0.343,295,697,330.81
0.0104,3.8,19610,1979,0.025,1027,1395,181.64
0.0104,3.8,19610,1979,0.362,262,686,335.89
0.0104,3.8,19610,1998,0.302,314,697,327.78
0.0104,3.8,19610,2218,0,982,1477,191.98
0.0104,3.8,19610,2218,0.153,633,1104,268.29
0.0104,3.8,19610,2283,0.35,214,709,342.82
0.0104,3.8,19610,2410,0.31,228,721,340.86
0.0104,3.8,19610,2509,0.187,496,1069,295.51
0.0104,3.8,19610,2718,0.046,712,1395,251.77
0.0104,3.8,19610,2760,0.218,411,1069,311.24
0.0104,3.8,19610,2767,0.06,731,1477,247.71
0.0104,3.8,19610,2943,0.206,364,1035,319.46
0.0104,3.8,19610,2999,0.068,628,1395,269.32
0.0104,3.8,19610,3248,0.238,308,1046,328.75
0.0104,3.8,19610,3277,0.117,545,1395,286.01
0.0104,3.8,19610,3303,0.036,722,1721,249.64
0.0104,3.8,19610,3496,0.115,518,1418,291.28
0.0108,3,19610,498,0.328,673,393,259.99
0.0108,3,19610,498,0.332,571,351,280.86
0.0108,3,19610,498,0.378,463,317,301.73
0.0108,3,19610,498,0.389,342,269,323.18
0.0108,3,19610,498,0.445,214,230,342.82
0.0108,3,19610,995,0.138,673,679,259.99
0.0108,3,19610,995,0.191,566,617,281.86
0.0108,3,19610,995,0.238,463,557,301.73
0.0108,3,19610,1001,0.288,339,483,323.68
0.0108,3,19610,1001,0.336,221,408,341.84
0.0108,3,19610,1508,0.071,673,972,259.99
0.0108,3,19610,1508,0.126,571,887,280.86
0.0108,3,19610,1501,0.169,463,782,301.73
0.0108,3,19610,1501,0.241,346,694,322.51
0.0108,3,19610,2002,0.03,673,1245,259.99
0.0108,3,19610,2002,0.088,571,1135,280.86
0.0108,3,19610,2002,0.127,463,995,301.73
0.0108,3,19610,2002,0.193,339,861,323.68
0.00795,0.61,6890,5221.5,-0.0986,639.043,8334.9,146.91
0.01257,0.61,6890,4100.8,-0.1456,544.866,6860.7,168.77
0.01257,0.61,5547,7142.7,-0.0966,371.912,7994.7,191.47
0.01262,0.61,3480,6668.2,-0.1048,418.951,8108.1,148.88
0.01242,0.61,641,7301.8,-0.1592,576.37,9128.7,24.96
0.01422,0.61,455,4793.7,-0.0814,420.086,6917.4,48.8
0.01252,0.61,413,4241.3,-0.0567,396.871,6010.2,50.77
0.01252,0.61,413,4477.3,-0.0926,527.945,7597.8,19.41
0.01252,0.61,696,4321.1,-0.0502,379.858,6123.6,75.37
0.01252,0.61,689,4489.3,-0.1079,575.134,8108.1,28.26
0.01252,0.61,1040,4338,-0.0817,484.931,7144.2,67.93
0.01044,1.753,13790,678.7,0.502,51.626,586.83,328.33
0.01044,1.753,13790,950.2,0.39,61.072,672.015,326.94
0.01044,1.753,13790,1357.4,0.307,46.647,760.355,329.06
0.01044,1.753,13790,1764.7,0.251,43.947,823.455,329.44
0.01044,1.753,13790,1764.7,0.223,115.563,930.725,318.5
0.01044,1.753,13790,1764.7,0.196,169.844,987.515,309.44
0.01044,1.753,13790,1764.7,0.183,217.133,1063.235,301.11
0.01046,1.803,13790,1764.7,0.21,120.028,886.555,317.78
0.01046,1.803,13790,1357.4,0.245,215.59,946.5,301.39
0.01046,1.803,13790,1357.4,0.257,174.674,883.4,308.61
0.01046,1.803,13790,1357.4,0.253,143.642,826.61,313.89
0.01046,1.803,13790,950.2,0.303,359.361,946.5,274.06
0.01046,1.803,13790,950.2,0.335,283.146,883.4,288.89
0.01046,1.803,13790,950.2,0.353,218.673,820.3,300.83
0.01046,1.803,13790,950.2,0.361,163.365,760.355,310.56
0.01046,1.803,13790,678.7,0.498,95.653,631,321.67
0.01046,1.803,13790,678.7,0.468,201.607,694.1,303.89
0.01046,1.803,13790,678.7,0.371,563.648,946.5,231.39
0.01046,1.803,13790,678.7,0.375,492.452,883.4,246.67
0.01054,1.778,13790,1764.7,0.205,89.602,817.145,322.61
0.01054,1.753,13790,1764.7,0.212,75.87,810.835,324.72
0.01054,1.778,13790,1764.7,0.178,182.671,965.43,307.22
0.01054,1.803,13790,1357.4,0.255,134.616,813.99,315.39
0.01054,1.778,13790,950.2,0.327,230.315,813.99,298.72
0.01054,1.803,13790,950.2,0.281,375.471,943.345,270.83
0.00795,0.61,6895,5085,-0.12,686,8359.7,135.97
0.01257,0.61,6895,4068,-0.155,562,6877,164.88
0.01257,0.61,5550,7132.6,-0.101,379,8012.7,189.92
0.01237,0.61,3482,6712.2,-0.108,428,8107.3,146.82
0.01242,0.61,641,7200.4,-0.159,580,9148.3,24.1
0.01422,0.61,455,4746,-0.082,424,6908.6,47.89
0.01252,0.61,414,4217.2,-0.058,402,6025.3,49.6
0.01252,0.61,414,4393.4,-0.093,536,7602.6,17.54
0.01252,0.61,696,4352.8,-0.052,383,6151.5,74.63
0.01252,0.61,690,4407,-0.11,585,8107.3,25.96
0.01252,0.61,1041,4339.2,-0.106,534,7160.9,56.23
0.0127,0.61,607,6956.3,-0.11,497,9653.1,41.74
0.0127,0.61,3620,6088.4,-0.117,438,7413.3,146.98
0.0127,0.61,3585,6481.7,-0.173,581,9369.2,112.73
0.0127,0.61,3620,2752.7,-0.198,797,6466.9,61.9
0.0127,0.61,8412,6644.4,-0.239,619,9716.2,168.74
0.00795,0.597,6895,1912,0.136,523,4637.3,173.86
0.00795,0.597,6895,1789.9,0.157,451,4101,190.27
0.00795,0.597,6895,1654.3,0.188,431,3943.2,194.78
0.00795,0.597,6895,2006.9,0.105,502,4416.4,178.67
0.00795,0.597,6895,1410.2,0.171,682,4416.4,136.9
0.01288,1.105,6895,664.4,0.419,1224,3596.2,7.49
0.01288,1.105,6895,1559.4,0.068,730,3785.5,125.6
0.01288,1.105,6895,1722.1,0.13,463,3312.3,187.55
0.01288,1.105,6895,1939.1,0.048,642,4037.9,146.28
0.01288,1.105,6895,1912,0.02,729,4227.2,125.84
0.0152,2.456,4992,1110,0.681,-825.001,503,263.84
0.0152,2.456,4982,1140,0.681,-820.429,524,263.71
0.0152,2.456,4982,1160,0.622,-616.963,724,263.71
0.0152,2.456,4972,1120,0.649,-650.056,716,263.59
0.0152,2.456,4992,1280,0.589,-526.492,884,263.84
0.0152,2.456,5060,1100,0.656,-533.107,934,264.69
0.0152,2.456,4992,1110,0.623,-364.116,1147,263.84
0.0152,2.456,4992,1160,0.594,-385.438,1073,263.84
0.0152,2.456,5001,1150,0.514,111.484,1726,241.16
0.0152,2.456,5001,1150,0.515,111.484,1735,241.16
0.0152,2.456,5011,1130,0.461,340.864,1944,191.2
0.0152,2.456,5011,1130,0.455,365.446,1980,185.64
0.0152,2.456,5021,1130,0.488,222.778,1811,217.57
0.0152,2.456,5021,1130,0.48,221.14,1795,217.93
0.0152,2.456,5001,1580,0.612,-809.896,479,263.96
0.0152,2.456,5001,1560,0.603,-793.501,470,263.96
0.0152,2.456,5001,1470,0.543,-563.976,744,263.96
0.0152,2.456,5001,1530,0.541,-577.092,741,263.96
0.0152,2.456,4992,1480,0.497,-195.179,1427,263.84
0.0152,2.456,5001,1450,0.486,-154.11,1451,263.96
0.0152,2.456,4992,1420,0.509,-209.941,1376,263.84
0.0152,2.456,4992,1420,0.521,-214.861,1419,263.84
0.0152,2.456,4992,1470,0.506,-318.191,1168,263.84
0.0152,2.456,4982,1420,0.498,-213.312,1327,263.71
0.0152,2.456,5001,1400,0.548,-445.934,941,263.96
0.0152,2.456,4992,1510,0.529,-410.04,1067,263.84
0.0152,2.456,4992,1550,0.396,104.97,1836,242.4
0.0152,2.456,4992,1490,0.416,104.97,1850,242.4
0.0152,2.456,5070,1560,0.392,156.922,1962,232.45
0.0152,2.456,5070,1560,0.383,147.114,1902,234.54
0.0152,2.456,5070,1510,0.354,312.209,2106,198.46
0.0152,2.456,5070,1510,0.35,323.652,2118,195.89
0.0152,2.456,4992,2210,0.662,-1003.779,277,263.84
0.0152,2.456,5001,2240,0.67,-1021.387,266,263.96
0.0152,2.456,5011,2160,0.66,-993.094,292,264.08
0.0152,2.456,4992,2110,0.561,-774.156,476,263.84
0.0152,2.456,4992,2210,0.586,-846.323,384,263.84
0.0152,2.456,4992,2210,0.495,-574.056,816,263.84
0.0152,2.456,4992,2150,0.484,-547.814,816,263.84
0.0152,2.456,4992,2150,0.483,-547.814,816,263.84
0.0152,2.456,5011,2140,0.421,-326.115,1211,264.08
0.0152,2.456,5001,2130,0.418,-311.498,1238,263.96
0.0152,2.456,4992,2130,0.398,-259.145,1300,263.84
0.0152,2.456,5001,2160,0.403,-270.512,1309,263.96
0.0152,2.456,5011,2000,0.417,-199.93,1507,264.08
0.0152,2.456,5109,2030,0.398,-207.243,1412,265.3
0.0152,2.456,5109,2170,0.38,-143.602,1625,265.3
0.0152,2.456,5021,2160,0.384,-145.789,1627,264.2
0.0152,2.456,4992,2120,0.332,106.61,2148,242.06
0.0152,2.456,5001,2220,0.316,108.205,2168,241.85
0.0152,2.456,5001,2210,0.315,108.205,2158,241.85
0.0152,2.456,4992,2280,0.258,209.941,2257,219.97
0.0152,2.456,5001,2270,0.262,196.736,2239,222.97
0.0152,2.456,4992,2270,0.236,270.627,2335,206.63
0.0152,2.456,4992,2250,0.252,234.543,2284,214.59
0.0152,2.456,5070,2210,0.217,326.921,2352,195.16
0.0152,2.456,4992,3040,0.671,-1054.624,206,263.84
0.0152,2.456,5011,3060,0.54,-809.552,344.6,264.08
0.0152,2.456,5011,3010,0.531,-786.609,378.8,264.08
0.0152,2.456,5011,2960,0.455,-609.622,618,264.08
0.0152,2.456,5001,2900,0.415,-485.282,849,263.96
0.0152,2.456,5001,2870,0.335,-213.13,1477,263.96
0.0152,2.456,5001,2840,0.342,-213.13,1501,263.96
0.0152,2.456,5001,2760,0.33,-183.62,1520,263.96
0.0152,2.456,5001,2740,0.332,-185.26,1514,263.96
0.0152,2.456,5011,2930,0.335,-168.793,1702,264.08
0.0152,2.456,4992,3010,0.233,113.171,2302,240.68
0.0152,2.456,4992,3010,0.232,113.171,2297,240.68
0.0152,2.456,4992,2960,0.186,196.819,2329,222.82
0.0152,2.456,5041,2950,0.184,191.492,2279,224.63
0.0152,2.456,4992,3530,0.36,-387.078,1080,263.84
0.0152,2.456,5001,3720,0.376,-455.771,893,263.96
0.0152,2.456,5001,3570,0.328,-247.559,1573,263.96
0.0152,2.456,4992,3610,0.324,-278.827,1375,263.84
0.0152,2.456,5011,3660,0.303,-170.432,1816,264.08
0.0152,2.456,5011,3610,0.306,-176.987,1787,264.08
0.0152,2.456,5001,3630,0.285,-119.681,1920,263.96
0.0152,2.456,5011,3580,0.314,-160.599,1938,264.08
0.0152,2.456,5011,3770,0.174,122.908,2297,238.89
0.0152,2.456,5011,3760,0.171,113.075,2370,240.96
0.0152,2.456,5031,3810,0.109,206.31,2330,221.29
0.0152,2.456,5011,3890,0.099,232.705,2381,215.26
0.0152,0.799,5041,2240,0.12,94.928,3063,245.14
0.0152,0.799,5060,2230,0.036,258.377,3322,210.29
0.0152,0.799,5031,2230,0.04,268.53,3494,207.64
0.0152,0.799,5011,2240,0.032,288.423,3531,202.95
0.0152,0.799,5070,2210,0.052,235.383,3322,215.48
0.0152,0.799,5070,2200,0.05,243.556,3358,213.68
0.0152,0.799,5070,3760,0.043,98.076,2894,244.86
0.0152,0.799,5060,4040,-0.02,192.965,3106,224.58
0.0152,0.799,5060,3920,-0.014,192.965,3106,224.58
0.0152,0.799,4795,4140,-0.04,253.091,3592,207.77
0.0152,1.627,4982,1440,0.705,-1020.614,466,263.71
0.0152,1.627,5001,1490,0.74,-1109.918,361,263.96
0.0152,1.627,4992,1640,0.605,-831.562,613,263.84
0.0152,1.627,5031,1460,0.547,-604.193,993,264.32
0.0152,1.627,5011,1510,0.555,-644.036,939,264.08
0.0152,1.627,5031,1480,0.51,-447.004,1344,264.32
0.0152,1.627,5001,1520,0.499,-462.329,1267,263.96
0.0152,1.627,5050,1590,0.429,-248.671,1691,264.57
0.0152,1.627,4992,1450,0.479,-283.748,1705,263.84
0.0152,1.627,5001,1500,0.465,-286.906,1658,263.96
0.0152,1.627,5050,1440,0.453,-220.859,1757,264.57
0.0152,1.627,5021,1490,0.438,-176.912,1879,264.2
0.0152,1.627,5011,1500,0.44,-195.014,1845,264.08
0.0152,1.627,4992,2360,0.612,-929.971,395,263.84
0.0152,1.627,5001,2210,0.656,-998.434,395,263.96
0.0152,1.627,5001,2210,0.572,-829.569,543,263.96
0.0152,1.627,5001,2190,0.566,-816.454,560,263.96
0.0152,1.627,4992,2160,0.472,-593.738,906,263.84
0.0152,1.627,4982,2180,0.477,-600.554,917,263.71
0.0152,1.627,4982,2160,0.421,-441.391,1251,263.71
0.0152,1.627,5001,2170,0.394,-336.09,1563,263.96
0.0152,1.627,5001,2170,0.376,-296.743,1610,263.96
0.0152,1.627,5011,2180,0.343,-183.542,1924,264.08
0.0152,1.627,5021,2100,0.34,-119.579,2145,264.2
0.0152,1.627,5031,2070,0.326,-90.056,2153,264.32
0.0152,1.627,5090,2140,0.252,88.194,2503,247.17
0.0152,1.627,5050,2150,0.256,78.528,2515,248.66
0.0152,1.627,5050,2190,0.147,299.386,2776,201.05
0.0152,1.627,5050,2190,0.149,292.842,2768,202.51
0.0152,1.627,5060,2170,0.187,215.859,2652,219.61
0.0152,1.627,5060,2180,0.176,233.847,2670,215.68
0.0152,1.627,5021,3030,0.643,-1015.606,255,264.2
0.0152,1.627,5021,3010,0.553,-840.332,439,264.2
0.0152,1.627,5011,2960,0.555,-843.966,432,264.08
0.0152,1.627,4992,2890,0.462,-641.303,756,263.84
0.0152,1.627,5099,2910,0.457,-635.053,746,265.17
0.0152,1.627,5001,2870,0.354,-385.274,1360,263.96
0.0152,1.627,5011,2870,0.355,-363.807,1429,264.08
0.0152,1.627,5021,2790,0.333,-265.368,1802,264.2
0.0152,1.627,5031,2770,0.333,-268.53,1769,264.32
0.0152,1.627,4982,2960,0.307,-224.798,1887,263.71
0.0152,1.627,4992,2870,0.315,-250.945,1805,263.84
0.0152,1.627,5011,2950,0.245,-72.106,2252,264.08
0.0152,1.627,5031,2860,0.264,-83.506,2303,264.32
0.0152,1.627,4992,3770,0.416,-587.178,801,263.84
0.0152,1.627,5011,3630,0.352,-426.08,1222,264.08
0.0152,1.627,5001,3630,0.287,-234.443,1971,263.96
0.0152,1.627,5001,3630,0.288,-229.525,2006,263.96
0.0152,1.627,4992,3730,0.269,-198.46,2075,263.84
0.0152,1.627,4992,3630,0.274,-213.221,2019,263.84
0.0152,1.627,4972,3690,0.234,-106.701,2343,263.59
0.0152,1.627,4982,3650,0.242,-119.783,2310,263.71
0.0152,1.627,5099,3820,0.077,177.945,2699,228.34
0.0152,1.627,5090,3950,0.064,192.72,2730,225.02
0.0152,1.627,5011,3790,0.118,88.494,2535,246.09
0.0152,1.627,5011,3790,0.122,86.855,2513,246.43
0.0152,1.627,5041,3830,0.021,328.974,3254,194.29
0.0152,1.627,5041,3830,0.02,328.974,3249,194.29
0.0152,1.627,4982,2160,0.614,-940.212,324,263.71
0.0152,1.627,5001,2160,0.543,-785.304,509,263.96
0.0152,1.627,5001,2110,0.55,-795.141,501,263.96
0.0152,1.627,5001,2150,0.474,-608.242,819,263.96
0.0152,1.627,4992,2120,0.419,-401.84,1390,263.84
0.0152,1.627,5021,2210,0.419,-463.575,1144,264.2
0.0152,1.627,5041,2170,0.365,-242.229,1796,264.45
0.0152,1.627,5021,2100,0.375,-257.178,1740,264.2
0.0152,1.627,5011,2110,0.338,-149.128,1992,264.08
0.0152,1.627,5001,2110,0.337,-149.191,1976,263.96
0.0152,1.627,5001,2190,0.34,-173.783,1969,263.96
0.00394,3.12,3589,815,0.952,818,638,56.31
0.00394,3.12,3374,830,0.931,802,640,56.11
0.00394,3.12,3226,830,0.935,787,641,56.83
0.00394,3.12,2687,844,0.926,746,648,55.34
0.00394,3.12,2687,852,0.915,743,648,56.06
0.00394,3.12,2462,861,0.907,720,650,56.39
0.00394,3.12,2246,896,0.859,687,647,58.99
0.00394,3.12,2030,918,0.837,663,649,59.06
0.00394,3.12,1853,956,0.801,632,651,61.51
0.00394,3.12,1677,986,0.773,608,652,61.95
0.00394,3.12,1451,1025,0.741,576,654,62.18
0.00394,3.12,1304,1081,0.696,549,655,63.34
0.00394,3.12,1255,1092,0.688,537,654,64.34
0.00394,3.12,1079,1182,0.633,488,655,68.88
0.00394,3.12,922,1271,0.574,475,657,64.82
0.00394,3.12,794,1320,0.555,442,658,66.13
0.00394,3.12,3687,824,0.934,815,634,58.81
0.00394,3.12,3119,842,0.922,767,641,59.48
0.00394,3.12,2687,846,0.922,736,645,57.74
0.00394,3.12,2412,866,0.9,709,648,57.82
0.00394,3.12,2246,877,0.889,688,649,58.75
0.00394,3.12,1961,914,0.846,662,653,57.4
0.00394,3.12,1775,955,0.803,633,654,58.97
0.00394,3.12,1599,980,0.781,611,656,58.76
0.00394,3.12,1412,1020,0.75,581,659,59.62
0.00394,3.12,1177,1094,0.988,-50,661,187.08
0.00394,3.12,951,1177,0.634,497,661,60.95
0.00394,3.12,873,1232,0.6,481,662,60.95
0.00394,3.12,2027,526,0.982,657,416,60.42
0.00394,3.12,1482,525,0.998,589,420,60.14
0.00394,3.12,1393,537,0.972,568,419,62.05
0.00394,3.12,1245,541,0.967,547,420,61.57
0.00394,3.12,1108,553,0.94,535,421,58.89
0.00394,3.12,853,568,0.917,486,422,58.74
0.00394,3.12,745,573,0.914,455,422,60.3
0.00394,3.12,696,573,0.918,443,423,60.3
0.00394,3.12,588,620,0.844,410,425,61.27
0.00394,3.12,520,636,0.823,391,426,60.93
0.00394,3.12,451,676,0.77,364,426,61.9
0.00394,3.12,451,676,0.77,364,426,61.9
0.00394,3.12,3472,504,0.986,854,411,45.51
0.00394,3.12,3275,518,0.962,816,412,50.84
0.00394,3.12,2922,518,0.971,784,414,51.35
0.00394,3.12,2481,514,0.992,744,417,51.09
0.00394,3.12,2236,522,0.977,716,418,51.79
0.00394,3.12,2138,522,0.98,706,419,51.66
0.00394,3.12,1922,522,0.985,681,420,51.76
0.00394,3.12,1540,526,0.983,640,423,49.89
0.00394,3.12,1393,538,0.969,610,426,52.01
0.00394,3.12,1098,554,0.943,562,428,52.01
0.00394,3.12,981,546,0.966,536,428,53.03
0.00394,3.12,853,571,0.918,510,429,53
0.00394,3.12,736,592,0.881,482,429,53.33
0.00394,2.08,3658,900,0.842,844,984,51.34
0.00394,2.08,3256,915,0.829,818,991,49.99
0.00394,2.08,2805,942,0.806,775,997,51
0.00394,2.08,2452,964,0.796,746,1010,49.92
0.00394,2.08,2216,997,0.764,719,1013,50.57
0.00394,2.08,2108,1025,0.739,703,1015,51.58
0.00394,2.08,1991,1040,0.73,686,1017,52.49
0.00394,2.08,1883,1075,0.703,663,1018,54.96
0.00394,2.08,1765,1096,0.688,648,1020,55.08
0.00394,2.08,1667,1147,0.649,631,1021,56.14
0.00394,2.08,1481,1219,0.603,598,1023,57.95
0.00394,2.08,1314,1258,0.588,573,1031,57.97
0.00394,2.08,1157,1324,0.555,543,1033,59.02
0.00394,2.08,932,1414,0.423,634,998,27.26
0.00394,2.08,3560,922,0.85,797,996,60.8
0.00394,2.08,3275,942,0.827,781,1001,59.22
0.00394,2.08,2854,952,0.825,745,1008,59.24
0.00394,2.08,2481,1000,0.779,708,1014,59.71
0.00394,2.08,2138,1054,0.731,672,1019,59.79
0.00394,2.08,1942,1090,0.704,647,1022,60.46
0.00394,2.08,1706,1152,0.657,617,1025,60.7
0.00394,2.08,1510,1213,0.615,592,1027,60.37
0.00394,2.08,1314,1280,0.578,562,1030,60.61
0.00394,2.08,1167,1325,0.558,535,1032,61.34
0.00394,2.08,3432,666,0.892,792,744,59.61
0.00394,2.08,3187,659,0.812,954,748,16.04
0.00394,2.08,3040,666,0.902,766,751,58.11
0.00394,2.08,2569,675,0.907,723,762,58.17
0.00394,2.08,2089,701,0.877,674,771,58.02
0.00394,2.08,1873,714,0.864,649,775,58.02
0.00394,2.08,1863,714,0.852,650,768,57.49
0.00394,2.08,1530,737,0.831,602,773,58.65
0.00394,2.08,1363,760,0.805,577,776,58.82
0.00394,2.08,1255,783,0.777,566,779,57.41
