D,L,P,G,Xchf,DHin,CHF,Tin
0.00607,0.792,14710.0,4013.0,0.147,67.0,1739.0,331.75
0.00607,0.792,14710.0,4954.0,-0.007,362.0,3411.0,280.73
0.00607,0.792,14710.0,4963.0,0.051,248.0,2940.0,302.22
0.00607,0.792,14710.0,4992.0,0.138,67.0,2060.0,331.75
0.0077,2.6,14710.0,1032.0,0.471,488.0,744.0,255.19
0.0077,2.6,14710.0,1235.0,0.381,424.0,755.0,268.36
0.0077,2.6,14710.0,1271.0,0.34,858.0,1128.0,173.23
0.0077,2.6,14710.0,1295.0,0.399,155.0,558.0,318.25
0.0077,2.6,14710.0,1426.0,0.321,388.0,755.0,275.6
0.0077,2.6,14710.0,1474.0,0.266,710.0,1104.0,206.97
0.0077,2.6,14710.0,1486.0,0.348,137.0,558.0,321.16
0.0077,2.6,14710.0,1522.0,0.224,1103.0,1488.0,115.66
0.0077,2.6,14710.0,1742.0,0.229,617.0,1093.0,227.58
0.0077,2.6,14710.0,1748.0,0.175,980.0,1442.0,144.77
0.0077,2.6,14710.0,2017.0,0.223,293.0,779.0,293.95
0.0077,2.6,14710.0,2255.0,0.09,1061.0,1918.0,125.64
0.0077,2.6,14710.0,2261.0,0.116,773.0,1488.0,192.73
0.0077,2.6,14710.0,2440.0,0.212,185.0,755.0,313.25
0.0077,2.6,14710.0,2458.0,0.086,923.0,1884.0,158.13
0.0077,2.6,14710.0,2470.0,0.17,439.0,1128.0,265.31
0.0077,2.6,14710.0,2500.0,0.131,682.0,1500.0,213.23
0.0077,2.6,14710.0,2750.0,0.117,613.0,1488.0,228.46
0.0077,2.6,14710.0,2750.0,0.09,836.0,1884.0,178.31
0.0077,2.6,14710.0,2798.0,0.25,99.0,767.0,327.06
0.0077,2.6,14710.0,3001.0,0.265,60.0,767.0,332.74
0.0077,2.6,14710.0,3001.0,0.132,537.0,1488.0,244.85
0.0077,2.6,14710.0,3156.0,0.201,254.0,1093.0,301.14
0.0077,2.6,14710.0,3252.0,0.132,493.0,1511.0,254.14
0.0077,2.6,14710.0,3472.0,0.148,439.0,1523.0,265.31
0.0077,2.6,14710.0,3520.0,0.219,191.0,1116.0,312.23
0.0077,2.6,14710.0,3532.0,0.111,622.0,1907.0,226.49
0.0077,2.6,14710.0,3663.0,0.161,383.0,1488.0,276.59
0.0077,2.6,14710.0,4301.0,0.189,287.0,1546.0,295.07
0.0077,2.6,14710.0,4636.0,0.186,243.0,1511.0,303.12
0.0077,2.6,14710.0,4749.0,0.195,226.0,1523.0,306.15
0.0077,2.6,14710.0,4999.0,0.147,362.0,1907.0,280.73
0.0077,2.6,14710.0,5137.0,0.214,167.0,1500.0,316.27
0.0077,2.6,14710.0,5357.0,0.229,137.0,1500.0,321.16
0.0077,2.6,14710.0,5495.0,0.163,287.0,1884.0,295.07
0.0077,2.6,14710.0,5495.0,0.232,124.0,1523.0,323.22
0.0077,2.6,14710.0,6079.0,0.185,231.0,1930.0,305.27
0.00807,0.778,14710.0,1005.0,0.112,464.0,1510.0,260.17
0.00807,0.778,14710.0,1011.0,0.166,309.0,1269.0,290.94
0.00807,0.778,14710.0,1000.0,0.214,197.0,1100.0,311.21
0.00807,0.782,14710.0,1011.0,-0.087,923.0,2170.0,158.13
0.00807,0.782,14710.0,1011.0,-0.043,791.0,1950.0,188.63
0.00807,0.782,14710.0,1016.0,0.043,608.0,1720.0,229.55
0.0078,0.776,14710.0,1593.0,-0.101,746.0,2580.0,198.86
0.00807,0.785,14710.0,1603.0,-0.054,608.0,2300.0,229.55
0.00807,0.785,14710.0,1592.0,0.014,464.0,1989.0,260.17
0.00807,0.785,14710.0,1597.0,0.076,309.0,1620.0,290.94
0.00807,0.785,14710.0,1597.0,0.154,137.0,1260.0,321.16
0.00802,1.57,14710.0,1012.0,0.279,464.0,969.0,260.17
0.00802,1.57,14710.0,1001.0,0.317,362.0,880.0,280.73
0.00802,1.57,14710.0,1001.0,0.33,243.0,750.0,303.12
0.00802,1.57,14710.0,1601.0,0.03,923.0,1989.0,158.13
0.00802,1.57,14710.0,1606.0,0.081,791.0,1789.0,188.63
0.00802,1.57,14710.0,1601.0,0.128,655.0,1610.0,219.22
0.00802,1.57,14710.0,1601.0,0.151,513.0,1370.0,249.94
0.00802,1.57,14710.0,1601.0,0.17,362.0,1110.0,280.73
0.00802,1.57,14710.0,1601.0,0.225,197.0,889.0,311.21
0.00802,1.57,14710.0,1601.0,0.276,73.0,750.0,330.89
0.00802,1.57,14710.0,2189.0,0.012,787.0,2239.0,189.54
0.00802,1.57,14710.0,2195.0,0.049,655.0,1980.0,219.22
0.00802,1.57,14710.0,2195.0,0.085,518.0,1700.0,248.89
0.00802,1.57,14710.0,2195.0,0.133,367.0,1430.0,279.75
0.00802,1.57,14710.0,2206.0,0.138,254.0,1169.0,301.14
0.00802,1.57,14710.0,2189.0,0.219,73.0,860.0,330.89
0.00802,1.57,14710.0,2700.0,-0.005,796.0,2720.0,187.49
0.00802,1.57,14710.0,2722.0,0.023,650.0,2350.0,220.33
0.00802,1.57,14710.0,2711.0,0.054,561.0,2130.0,239.72
0.01075,3.0,14710.0,1004.0,0.393,357.0,686.0,281.71
0.01075,3.0,14710.0,1004.0,0.365,464.0,752.0,260.17
0.01075,3.0,14710.0,1004.0,0.407,260.0,614.0,300.05
0.01075,3.0,14710.0,1001.0,0.441,137.0,534.0,321.16
0.01075,3.0,14710.0,995.0,0.484,5.0,434.0,339.99
0.0104,3.8,14710.0,534.0,0.696,214.0,337.0,308.26
0.0104,3.8,14710.0,671.0,0.543,265.0,383.0,299.13
0.0104,3.8,14710.0,700.0,0.533,155.0,337.0,318.25
0.0104,3.8,14710.0,785.0,0.456,469.0,500.0,259.14
0.0104,3.8,14710.0,995.0,0.374,336.0,488.0,285.78
0.0104,3.8,14710.0,1112.0,0.226,1200.0,1081.0,92.5
0.0104,3.8,14710.0,1112.0,0.268,728.0,755.0,202.92
0.0104,3.8,14710.0,1338.0,0.238,566.0,744.0,238.65
0.0104,3.8,14710.0,1361.0,0.174,975.0,1058.0,145.95
0.0104,3.8,14710.0,1668.0,0.194,444.0,744.0,264.29
0.0104,3.8,14710.0,1675.0,0.168,769.0,1069.0,193.64
0.0104,3.8,14710.0,1701.0,0.199,414.0,709.0,270.39
0.0104,3.8,14710.0,2178.0,0.225,282.0,744.0,296.0
0.0104,3.8,14710.0,2211.0,0.22,254.0,744.0,301.14
0.0104,3.8,14710.0,2218.0,0.153,522.0,1058.0,248.04
0.0104,3.8,14710.0,2237.0,0.101,867.0,1465.0,171.15
0.0104,3.8,14710.0,2270.0,0.049,1175.0,1884.0,98.48
0.0104,3.8,14710.0,2479.0,0.098,764.0,1465.0,194.78
0.0104,3.8,14710.0,2679.0,0.228,173.0,767.0,315.27
0.0104,3.8,14710.0,2777.0,0.034,980.0,1895.0,144.77
0.0104,3.8,14710.0,2777.0,0.17,383.0,1058.0,276.59
0.0104,3.8,14710.0,2806.0,0.237,143.0,755.0,320.2
0.0104,3.8,14710.0,2832.0,0.247,118.0,744.0,324.15
0.0104,3.8,14710.0,3359.0,0.059,755.0,1860.0,196.82
0.0104,3.8,14710.0,3359.0,0.198,254.0,1058.0,301.14
0.0104,3.8,14710.0,3444.0,0.136,488.0,1488.0,255.19
0.01075,4.0,14710.0,2030.0,0.181,464.0,885.0,260.17
0.01075,4.0,14710.0,2030.0,0.204,362.0,783.0,280.73
0.01075,4.0,14710.0,2017.0,0.242,254.0,689.0,301.14
0.01075,4.0,14710.0,2017.0,0.283,143.0,598.0,320.2
0.01075,4.0,14710.0,2783.0,0.173,439.0,1197.0,265.31
0.01075,4.0,14710.0,2749.0,0.188,362.0,1031.0,280.73
0.01075,4.0,14710.0,2749.0,0.188,362.0,1031.0,280.73
0.0104,3.8,15690.0,605.0,0.685,1091.0,721.0,127.51
0.0104,3.8,15690.0,605.0,0.71,1048.0,709.0,137.68
0.0104,3.8,15690.0,828.0,0.398,887.0,709.0,175.32
0.0104,3.8,15690.0,998.0,0.338,744.0,721.0,207.9
0.0104,3.8,15690.0,1250.0,0.245,618.0,721.0,235.7
0.0104,3.8,15690.0,1511.0,0.209,497.0,721.0,261.33
0.0104,3.8,15690.0,1743.0,0.216,374.0,697.0,285.98
0.0104,3.8,15690.0,1956.0,0.272,264.0,721.0,306.45
0.0104,3.8,15690.0,1998.0,0.235,292.0,721.0,301.41
0.0104,3.8,15690.0,2361.0,0.267,181.0,732.0,320.6
0.0104,3.8,15690.0,2862.0,0.274,92.0,721.0,334.15
0.0104,3.8,15690.0,2460.0,0.11,730.0,1395.0,211.04
0.0104,3.8,15690.0,2943.0,0.114,575.0,1372.0,244.95
0.0104,3.8,15690.0,3470.0,0.153,426.0,1360.0,275.76
0.00384,0.799,17650.0,4006.0,0.049,400.0,2210.0,296.45
0.00384,0.799,17650.0,4006.0,0.089,344.0,2080.0,306.77
0.00384,0.799,17650.0,4006.0,0.16,223.0,1780.0,327.3
0.00384,0.799,17650.0,4006.0,0.258,86.0,1489.0,346.54
0.00384,0.799,17650.0,4990.0,0.12,279.0,2339.0,318.13
0.00384,0.799,17650.0,4966.0,0.247,86.0,1789.0,346.54
0.0051,2.6,17650.0,1959.0,0.235,1059.0,1232.0,153.56
0.0051,2.6,17650.0,1999.0,0.345,432.0,686.0,290.36
0.0051,2.6,17650.0,2027.0,0.361,372.0,686.0,301.67
0.0051,2.6,17650.0,2285.0,0.359,326.0,697.0,309.99
0.0051,2.6,17650.0,2475.0,0.39,255.0,674.0,322.14
0.0051,2.6,17650.0,2965.0,0.197,1072.0,1744.0,150.5
0.0051,2.6,17650.0,2965.0,0.321,552.0,1174.0,266.45
0.0051,2.6,17650.0,3386.0,0.216,900.0,1756.0,190.42
0.0051,2.6,17650.0,3522.0,0.3,438.0,1174.0,289.2
0.0051,2.6,17650.0,3998.0,0.263,717.0,1767.0,231.4
0.0051,2.6,17650.0,4447.0,0.215,655.0,1767.0,244.82
0.0051,2.6,17650.0,4773.0,0.244,582.0,1791.0,260.24
0.0074,3.8,17650.0,1486.0,0.323,688.0,686.0,237.71
0.0074,3.8,17650.0,1744.0,0.3,572.0,697.0,262.32
0.0074,3.8,17650.0,2261.0,0.309,372.0,697.0,301.67
0.0074,3.8,17650.0,2397.0,0.19,828.0,1174.0,206.76
0.0074,3.8,17650.0,2500.0,0.302,326.0,709.0,309.99
0.0074,3.8,17650.0,2700.0,0.297,285.0,709.0,317.11
0.0074,3.8,17650.0,2739.0,0.202,721.0,1163.0,230.53
0.0074,3.8,17650.0,2946.0,0.213,640.0,1163.0,248.03
0.0074,3.8,17650.0,3191.0,0.227,567.0,1163.0,263.36
0.0074,3.8,17650.0,3217.0,0.218,557.0,1163.0,265.42
0.0074,3.8,17650.0,3443.0,0.23,516.0,1174.0,273.78
0.0074,3.8,17650.0,3469.0,0.063,1166.0,2035.0,128.3
0.0074,3.8,17650.0,3469.0,0.34,123.0,686.0,341.87
0.0074,3.8,17650.0,3501.0,0.035,1178.0,2046.0,125.45
0.0074,3.8,17650.0,3695.0,0.242,448.0,1174.0,287.26
0.0074,3.8,17650.0,3772.0,0.067,1085.0,2046.0,147.45
0.0074,3.8,17650.0,3998.0,0.071,998.0,2035.0,167.81
0.0074,3.8,17650.0,3998.0,0.26,383.0,1174.0,299.63
0.0074,3.8,17650.0,4244.0,0.087,936.0,2046.0,182.16
0.0074,3.8,17650.0,4302.0,0.287,315.0,1163.0,311.93
0.0074,3.8,17650.0,4496.0,0.294,285.0,1174.0,317.11
0.0074,3.8,17650.0,4522.0,0.096,878.0,2070.0,195.44
0.0074,3.8,17650.0,4883.0,0.083,796.0,2046.0,213.94
0.0074,3.8,17650.0,5303.0,0.114,702.0,2070.0,234.67
0.0074,3.8,17650.0,5497.0,0.124,674.0,2046.0,240.74
0.0074,3.8,17650.0,5742.0,0.105,655.0,2058.0,244.82
0.0074,3.8,17650.0,5742.0,0.14,616.0,2046.0,253.11
0.0074,3.8,17650.0,6027.0,0.111,611.0,2058.0,254.17
0.0074,3.8,17650.0,6246.0,0.153,542.0,2011.0,268.5
0.0074,3.8,17650.0,6472.0,0.152,521.0,2035.0,272.77
0.0074,3.8,17650.0,6692.0,0.116,537.0,2046.0,269.52
0.00802,1.57,17650.0,979.0,0.241,459.0,830.0,285.12
0.00802,1.57,17650.0,996.0,0.171,606.0,950.0,255.22
0.00802,1.57,17650.0,1001.0,0.06,887.0,1189.0,193.38
0.00802,1.57,17650.0,1001.0,0.094,749.0,1060.0,224.37
0.00802,1.57,17650.0,1007.0,-0.04,1149.0,1420.0,132.33
0.00802,1.57,17650.0,1012.0,0.016,1015.0,1320.0,163.85
0.00802,1.57,17650.0,1018.0,-0.113,1234.0,1470.0,112.12
0.00796,1.565,17650.0,1619.0,0.015,864.0,1800.0,198.62
0.00796,1.565,17650.0,1619.0,0.082,626.0,1430.0,251.0
0.00796,1.565,17650.0,1630.0,0.026,777.0,1639.0,218.17
0.00802,1.57,17650.0,1601.0,0.109,511.0,1230.0,274.79
0.00802,1.57,17650.0,1601.0,0.159,394.0,1089.0,297.57
0.00802,1.57,17650.0,1601.0,0.19,285.0,919.0,317.11
0.00802,1.57,17650.0,1601.0,0.249,158.0,769.0,337.07
0.00802,1.57,17650.0,1601.0,0.285,86.0,669.0,346.54
0.00802,1.57,17650.0,2178.0,0.027,640.0,1850.0,248.03
0.00802,1.57,17650.0,2211.0,0.089,480.0,1570.0,280.98
0.00802,1.57,17650.0,2216.0,0.134,378.0,1410.0,300.56
0.00802,1.57,17650.0,2216.0,0.18,255.0,1180.0,322.14
0.00802,1.57,17650.0,2689.0,0.037,557.0,2050.0,265.42
0.00802,1.57,17650.0,2684.0,0.097,454.0,1850.0,286.09
0.00802,1.57,17650.0,2689.0,0.137,344.0,1600.0,306.77
0.00802,1.57,17650.0,2689.0,0.222,158.0,1210.0,337.07
0.00802,1.57,17650.0,2689.0,0.265,86.0,1069.0,346.54
0.00802,1.57,17650.0,3201.0,-0.003,557.0,2300.0,265.42
0.00802,1.57,17650.0,3201.0,0.107,344.0,1810.0,306.77
0.00802,1.57,17650.0,3212.0,0.059,454.0,2100.0,286.09
0.00802,1.57,17650.0,3212.0,0.206,158.0,1389.0,337.07
0.00802,1.57,17650.0,3987.0,-0.019,557.0,2800.0,265.42
0.00802,1.57,17650.0,3987.0,0.049,454.0,2580.0,286.09
0.00802,1.57,17650.0,4009.0,0.09,344.0,2220.0,306.77
0.00802,1.57,17650.0,3987.0,0.207,158.0,1739.0,337.07
0.00802,0.778,17650.0,2216.0,0.025,291.0,1850.0,316.09
0.00807,0.778,17650.0,2216.0,-0.068,427.0,2200.0,291.32
0.00807,0.778,17650.0,2222.0,-0.123,532.0,2510.0,270.54
0.00807,0.778,17650.0,2678.0,-0.098,485.0,2860.0,279.99
0.00807,0.778,17650.0,2694.0,-0.042,372.0,2480.0,301.67
0.00807,0.778,17650.0,3188.0,-0.132,511.0,3400.0,274.79
0.00807,0.778,17650.0,3188.0,0.023,255.0,2380.0,322.14
0.0104,3.8,17650.0,622.0,0.565,1179.0,686.0,125.22
0.0104,3.8,17650.0,654.0,0.474,1183.0,697.0,124.27
0.0104,3.8,17650.0,674.0,0.501,1217.0,744.0,116.17
0.0104,3.8,17650.0,785.0,0.344,1050.0,709.0,155.67
0.0104,3.8,17650.0,828.0,0.302,1041.0,744.0,157.77
0.0104,3.8,17650.0,910.0,0.254,1020.0,744.0,162.68
0.0104,3.8,17650.0,910.0,0.273,998.0,744.0,167.81
0.0104,3.8,17650.0,923.0,0.21,1006.0,744.0,165.94
0.0104,3.8,17650.0,1014.0,0.18,864.0,697.0,198.62
0.0104,3.8,17650.0,1070.0,0.172,846.0,744.0,202.7
0.0104,3.8,17650.0,1253.0,0.17,698.0,709.0,235.54
0.0104,3.8,17650.0,1253.0,0.18,669.0,697.0,241.81
0.0104,3.8,17650.0,1286.0,0.174,683.0,744.0,238.79
0.0104,3.8,17650.0,1416.0,0.185,572.0,686.0,262.32
0.0104,3.8,17650.0,1662.0,0.118,864.0,1081.0,198.62
0.0104,3.8,17650.0,1688.0,0.045,1192.0,1407.0,122.13
0.0104,3.8,17650.0,1701.0,0.134,855.0,1116.0,200.66
0.0104,3.8,17650.0,2123.0,0.289,261.0,732.0,321.15
0.0104,3.8,17650.0,2218.0,0.035,1213.0,1872.0,117.13
0.0104,3.8,17650.0,2244.0,0.11,841.0,1430.0,203.83
0.0104,3.8,17650.0,2250.0,0.037,1209.0,1860.0,118.08
0.0104,3.8,17650.0,2368.0,0.324,165.0,686.0,336.07
0.0104,3.8,17650.0,2744.0,0.046,962.0,1872.0,176.16
0.0104,3.8,17650.0,2888.0,0.132,636.0,1465.0,248.88
0.0104,3.8,17650.0,3303.0,0.238,273.0,1081.0,319.14
0.0104,3.8,17650.0,3333.0,0.06,759.0,1814.0,222.16
0.0104,3.8,17650.0,3359.0,0.163,501.0,1465.0,276.8
0.0104,3.8,17650.0,3414.0,0.183,427.0,1360.0,291.32
0.0104,3.8,17650.0,3470.0,0.256,217.0,1058.0,328.24
0.0104,3.8,19610.0,769.0,0.317,1154.0,709.0,152.05
0.0104,3.8,19610.0,785.0,0.262,1132.0,686.0,157.21
0.0104,3.8,19610.0,1014.0,0.24,840.0,686.0,223.97
0.0104,3.8,19610.0,1014.0,0.232,859.0,686.0,219.75
0.0104,3.8,19610.0,1089.0,0.239,868.0,755.0,217.75
0.0104,3.8,19610.0,1201.0,0.234,712.0,697.0,251.77
0.0104,3.8,19610.0,1498.0,0.284,491.0,697.0,296.46
0.0104,3.8,19610.0,1730.0,0.324,376.0,697.0,317.4
0.0104,3.8,19610.0,1930.0,0.343,295.0,697.0,330.81
0.0104,3.8,19610.0,1979.0,0.025,1027.0,1395.0,181.64
0.0104,3.8,19610.0,1979.0,0.362,262.0,686.0,335.89
0.0104,3.8,19610.0,1998.0,0.302,314.0,697.0,327.78
0.0104,3.8,19610.0,2218.0,0.0,982.0,1477.0,191.98
0.0104,3.8,19610.0,2218.0,0.153,633.0,1104.0,268.29
0.0104,3.8,19610.0,2283.0,0.35,214.0,709.0,342.82
0.0104,3.8,19610.0,2410.0,0.31,228.0,721.0,340.86
0.0104,3.8,19610.0,2509.0,0.187,496.0,1069.0,295.51
0.0104,3.8,19610.0,2718.0,0.046,712.0,1395.0,251.77
0.0104,3.8,19610.0,2760.0,0.218,411.0,1069.0,311.24
0.0104,3.8,19610.0,2767.0,0.06,731.0,1477.0,247.71
0.0104,3.8,19610.0,2943.0,0.206,364.0,1035.0,319.46
0.0104,3.8,19610.0,2999.0,0.068,628.0,1395.0,269.32
0.0104,3.8,19610.0,3248.0,0.238,308.0,1046.0,328.75
0.0104,3.8,19610.0,3277.0,0.117,545.0,1395.0,286.01
0.0104,3.8,19610.0,3303.0,0.036,722.0,1721.0,249.64
0.0104,3.8,19610.0,3496.0,0.115,518.0,1418.0,291.28
0.0108,3.0,19610.0,498.0,0.328,673.0,393.0,259.99
0.0108,3.0,19610.0,498.0,0.332,571.0,351.0,280.86
0.0108,3.0,19610.0,498.0,0.378,463.0,317.0,301.73
0.0108,3.0,19610.0,498.0,0.389,342.0,269.0,323.18
0.0108,3.0,19610.0,498.0,0.445,214.0,230.0,342.82
0.0108,3.0,19610.0,995.0,0.138,673.0,679.0,259.99
0.0108,3.0,19610.0,995.0,0.191,566.0,617.0,281.86
0.0108,3.0,19610.0,995.0,0.238,463.0,557.0,301.73
0.0108,3.0,19610.0,1001.0,0.288,339.0,483.0,323.68
0.0108,3.0,19610.0,1001.0,0.336,221.0,408.0,341.84
0.0108,3.0,19610.0,1508.0,0.071,673.0,972.0,259.99
0.0108,3.0,19610.0,1508.0,0.126,571.0,887.0,280.86
0.0108,3.0,19610.0,1501.0,0.169,463.0,782.0,301.73
0.0108,3.0,19610.0,1501.0,0.241,346.0,694.0,322.51
0.0108,3.0,19610.0,2002.0,0.03,673.0,1245.0,259.99
0.0108,3.0,19610.0,2002.0,0.088,571.0,1135.0,280.86
0.0108,3.0,19610.0,2002.0,0.127,463.0,995.0,301.73
0.0108,3.0,19610.0,2002.0,0.193,339.0,861.0,323.68
0.00795,0.61,6890.0,5221.5,-0.0986,639.043,8334.9,146.91
0.01257,0.61,6890.0,4100.8,-0.1456,544.866,6860.7,168.77
0.01257,0.61,5547.0,7142.7,-0.0966,371.912,7994.7,191.47
0.01262,0.61,3480.0,6668.2,-0.1048,418.951,8108.1,148.88
0.01242,0.61,641.0,7301.8,-0.1592,576.37,9128.7,24.96
0.01422,0.61,455.0,4793.7,-0.0814,420.086,6917.4,48.8
0.01252,0.61,413.0,4241.3,-0.0567,396.871,6010.2,50.77
0.01252,0.61,413.0,4477.3,-0.0926,527.945,7597.8,19.41
0.01252,0.61,696.0,4321.1,-0.0502,379.858,6123.6,75.37
0.01252,0.61,689.0,4489.3,-0.1079,575.134,8108.1,28.26
0.01252,0.61,1040.0,4338.0,-0.0817,484.931,7144.2,67.93
0.01044,1.753,13790.0,678.7,0.502,51.626,586.83,328.33
0.01044,1.753,13790.0,950.2,0.39,61.072,672.015,326.94
0.01044,1.753,13790.0,1357.4,0.307,46.647,760.355,329.06
0.01044,1.753,13790.0,1764.7,0.251,43.947,823.455,329.44
0.01044,1.753,13790.0,1764.7,0.223,115.563,930.725,318.5
0.01044,1.753,13790.0,1764.7,0.196,169.844,987.515,309.44
0.01044,1.753,13790.0,1764.7,0.183,217.133,1063.235,301.11
0.01046,1.803,13790.0,1764.7,0.21,120.028,886.555,317.78
0.01046,1.803,13790.0,1357.4,0.245,215.59,946.5,301.39
0.01046,1.803,13790.0,1357.4,0.257,174.674,883.4,308.61
0.01046,1.803,13790.0,1357.4,0.253,143.642,826.61,313.89
0.01046,1.803,13790.0,950.2,0.303,359.361,946.5,274.06
0.01046,1.803,13790.0,950.2,0.335,283.146,883.4,288.89
0.01046,1.803,13790.0,950.2,0.353,218.673,820.3,300.83
0.01046,1.803,13790.0,950.2,0.361,163.365,760.355,310.56
0.01046,1.803,13790.0,678.7,0.498,95.653,631.0,321.67
0.01046,1.803,13790.0,678.7,0.468,201.607,694.1,303.89
0.01046,1.803,13790.0,678.7,0.371,563.648,946.5,231.39
0.01046,1.803,13790.0,678.7,0.375,492.452,883.4,246.67
0.01054,1.778,13790.0,1764.7,0.205,89.602,817.145,322.61
0.01054,1.753,13790.0,1764.7,0.212,75.87,810.835,324.72
0.01054,1.778,13790.0,1764.7,0.178,182.671,965.43,307.22
0.01054,1.803,13790.0,1357.4,0.255,134.616,813.99,315.39
0.01054,1.778,13790.0,950.2,0.327,230.315,813.99,298.72
0.01054,1.803,13790.0,950.2,0.281,375.471,943.345,270.83
0.00795,0.61,6895.0,5085.0,-0.12,686.0,8359.7,135.97
0.01257,0.61,6895.0,4068.0,-0.155,562.0,6877.0,164.88
0.01257,0.61,5550.0,7132.6,-0.101,379.0,8012.7,189.92
0.01237,0.61,3482.0,6712.2,-0.108,428.0,8107.3,146.82
0.01242,0.61,641.0,7200.4,-0.159,580.0,9148.3,24.1
0.01422,0.61,455.0,4746.0,-0.082,424.0,6908.6,47.89
0.01252,0.61,414.0,4217.2,-0.058,402.0,6025.3,49.6
0.01252,0.61,414.0,4393.4,-0.093,536.0,7602.6,17.54
0.01252,0.61,696.0,4352.8,-0.052,383.0,6151.5,74.63
0.01252,0.61,690.0,4407.0,-0.11,585.0,8107.3,25.96
0.01252,0.61,1041.0,4339.2,-0.106,534.0,7160.9,56.23
0.0127,0.61,607.0,6956.3,-0.11,497.0,9653.1,41.74
0.0127,0.61,3620.0,6088.4,-0.117,438.0,7413.3,146.98
0.0127,0.61,3585.0,6481.7,-0.173,581.0,9369.2,112.73
0.0127,0.61,3620.0,2752.7,-0.198,797.0,6466.9,61.9
0.0127,0.61,8412.0,6644.4,-0.239,619.0,9716.2,168.74
0.00795,0.597,6895.0,1912.0,0.136,523.0,4637.3,173.86
0.00795,0.597,6895.0,1789.9,0.157,451.0,4101.0,190.27
0.00795,0.597,6895.0,1654.3,0.188,431.0,3943.2,194.78
0.00795,0.597,6895.0,2006.9,0.105,502.0,4416.4,178.67
0.00795,0.597,6895.0,1410.2,0.171,682.0,4416.4,136.9
0.01288,1.105,6895.0,664.4,0.419,1224.0,3596.2,7.49
0.01288,1.105,6895.0,1559.4,0.068,730.0,3785.5,125.6
0.01288,1.105,6895.0,1722.1,0.13,463.0,3312.3,187.55
0.01288,1.105,6895.0,1939.1,0.048,642.0,4037.9,146.28
0.01288,1.105,6895.0,1912.0,0.02,729.0,4227.2,125.84
0.0152,2.456,4992.0,1110.0,0.681,-825.001,503.0,263.84
0.0152,2.456,4982.0,1140.0,0.681,-820.429,524.0,263.71
0.0152,2.456,4982.0,1160.0,0.622,-616.963,724.0,263.71
0.0152,2.456,4972.0,1120.0,0.649,-650.056,716.0,263.59
0.0152,2.456,4992.0,1280.0,0.589,-526.492,884.0,263.84
0.0152,2.456,5060.0,1100.0,0.656,-533.107,934.0,264.69
0.0152,2.456,4992.0,1110.0,0.623,-364.116,1147.0,263.84
0.0152,2.456,4992.0,1160.0,0.594,-385.438,1073.0,263.84
0.0152,2.456,5001.0,1150.0,0.514,111.484,1726.0,241.16
0.0152,2.456,5001.0,1150.0,0.515,111.484,1735.0,241.16
0.0152,2.456,5011.0,1130.0,0.461,340.864,1944.0,191.2
0.0152,2.456,5011.0,1130.0,0.455,365.446,1980.0,185.64
0.0152,2.456,5021.0,1130.0,0.488,222.778,1811.0,217.57
0.0152,2.456,5021.0,1130.0,0.48,221.14,1795.0,217.93
0.0152,2.456,5001.0,1580.0,0.612,-809.896,479.0,263.96
0.0152,2.456,5001.0,1560.0,0.603,-793.501,470.0,263.96
0.0152,2.456,5001.0,1470.0,0.543,-563.976,744.0,263.96
0.0152,2.456,5001.0,1530.0,0.541,-577.092,741.0,263.96
0.0152,2.456,4992.0,1480.0,0.497,-195.179,1427.0,263.84
0.0152,2.456,5001.0,1450.0,0.486,-154.11,1451.0,263.96
0.0152,2.456,4992.0,1420.0,0.509,-209.941,1376.0,263.84
0.0152,2.456,4992.0,1420.0,0.521,-214.861,1419.0,263.84
0.0152,2.456,4992.0,1470.0,0.506,-318.191,1168.0,263.84
0.0152,2.456,4982.0,1420.0,0.498,-213.312,1327.0,263.71
0.0152,2.456,5001.0,1400.0,0.548,-445.934,941.0,263.96
0.0152,2.456,4992.0,1510.0,0.529,-410.04,1067.0,263.84
0.0152,2.456,4992.0,1550.0,0.396,104.97,1836.0,242.4
0.0152,2.456,4992.0,1490.0,0.416,104.97,1850.0,242.4
0.0152,2.456,5070.0,1560.0,0.392,156.922,1962.0,232.45
0.0152,2.456,5070.0,1560.0,0.383,147.114,1902.0,234.54
0.0152,2.456,5070.0,1510.0,0.354,312.209,2106.0,198.46
0.0152,2.456,5070.0,1510.0,0.35,323.652,2118.0,195.89
0.0152,2.456,4992.0,2210.0,0.662,-1003.779,277.0,263.84
0.0152,2.456,5001.0,2240.0,0.67,-1021.387,266.0,263.96
0.0152,2.456,5011.0,2160.0,0.66,-993.094,292.0,264.08
0.0152,2.456,4992.0,2110.0,0.561,-774.156,476.0,263.84
0.0152,2.456,4992.0,2210.0,0.586,-846.323,384.0,263.84
0.0152,2.456,4992.0,2210.0,0.495,-574.056,816.0,263.84
0.0152,2.456,4992.0,2150.0,0.484,-547.814,816.0,263.84
0.0152,2.456,4992.0,2150.0,0.483,-547.814,816.0,263.84
0.0152,2.456,5011.0,2140.0,0.421,-326.115,1211.0,264.08
0.0152,2.456,5001.0,2130.0,0.418,-311.498,1238.0,263.96
0.0152,2.456,4992.0,2130.0,0.398,-259.145,1300.0,263.84
0.0152,2.456,5001.0,2160.0,0.403,-270.512,1309.0,263.96
