,D,L,P,G,Xchf,DHin,CHF,Tin,L/D
285,0.0104,3.8,9800000.0,2240.0,0.223,682000.0,1500000.0,441.61,365.38461538461536
286,0.0104,3.8,9800000.0,2240.0,0.285,354000.0,1104000.0,514.65,365.38461538461536
287,0.0104,3.8,9800000.0,2420.0,0.299,57000.0,755000.0,572.94,365.38461538461536
288,0.0104,3.8,9800000.0,2747.0,0.25,261000.0,1081000.0,533.99,365.38461538461536
289,0.0104,3.8,9800000.0,2806.0,0.159,558000.0,1477000.0,469.92999999999995,365.38461538461536
290,0.0104,3.8,9800000.0,3303.0,0.121,489000.0,1477000.0,485.34999999999997,365.38461538461536
291,0.0104,3.8,9800000.0,3336.0,0.122,480000.0,1477000.0,487.34,365.38461538461536
292,0.0104,3.8,9800000.0,3369.0,0.245,154000.0,1104000.0,555.12,365.38461538461536
293,0.0051,2.6,11760000.0,1999.0,0.305,863000.0,1174000.0,418.34999999999997,509.80392156862746
294,0.0051,2.6,11760000.0,2489.0,0.271,647000.0,1151000.0,468.21999999999997,509.80392156862746
295,0.0051,2.6,11760000.0,3998.0,0.185,376000.0,1174000.0,527.29,509.80392156862746
296,0.0051,2.6,11760000.0,2992.0,0.178,1025000.0,1756000.0,380.01,509.80392156862746
297,0.0051,2.6,11760000.0,3414.0,0.136,906000.0,1732000.0,408.23,509.80392156862746
298,0.0051,2.6,11760000.0,3441.0,0.157,884000.0,1744000.0,413.40999999999997,509.80392156862746
299,0.0051,2.6,11760000.0,3917.0,0.12,798000.0,1744000.0,433.53999999999996,509.80392156862746
300,0.0077,2.6,11760000.0,1021.0,0.5,361000.0,732000.0,530.39,337.6623376623377
301,0.0077,2.6,11760000.0,1021.0,0.517,341000.0,732000.0,534.5,337.6623376623377
302,0.0077,2.6,11760000.0,1253.0,0.42,270000.0,721000.0,548.75,337.6623376623377
303,0.0077,2.6,11760000.0,1253.0,0.445,244000.0,721000.0,553.8199999999999,337.6623376623377
304,0.0077,2.6,11760000.0,1498.0,0.324,634000.0,1128000.0,471.15999999999997,337.6623376623377
305,0.0077,2.6,11760000.0,1498.0,0.38,202000.0,744000.0,561.8399999999999,337.6623376623377
306,0.0077,2.6,11760000.0,1736.0,0.235,897000.0,1511000.0,410.34999999999997,337.6623376623377
307,0.0077,2.6,11760000.0,1760.0,0.353,142000.0,744000.0,572.8499999999999,337.6623376623377
308,0.0077,2.6,11760000.0,1963.0,0.238,472000.0,1104000.0,506.95,337.6623376623377
309,0.0077,2.6,11760000.0,1999.0,0.338,90000.0,744000.0,581.91,337.6623376623377
310,0.0077,2.6,11760000.0,2017.0,0.175,1062000.0,1895000.0,371.19,337.6623376623377
311,0.0077,2.6,11760000.0,2017.0,0.19,789000.0,1511000.0,435.63,337.6623376623377
312,0.0077,2.6,11760000.0,2261.0,0.305,72000.0,732000.0,584.92,337.6623376623377
313,0.0077,2.6,11760000.0,2285.0,0.142,719000.0,1511000.0,451.79999999999995,337.6623376623377
314,0.0077,2.6,11760000.0,2422.0,0.162,638000.0,1488000.0,470.25,337.6623376623377
315,0.0077,2.6,11760000.0,2494.0,0.117,914000.0,1930000.0,406.34,337.6623376623377
316,0.0077,2.6,11760000.0,2506.0,0.184,381000.0,1116000.0,526.25,337.6623376623377
317,0.0077,2.6,11760000.0,2721.0,0.179,341000.0,1116000.0,534.5,337.6623376623377
318,0.0077,2.6,11760000.0,2750.0,0.183,326000.0,1116000.0,537.56,337.6623376623377
319,0.0077,2.6,11760000.0,2756.0,0.108,807000.0,1907000.0,431.43999999999994,337.6623376623377
320,0.0077,2.6,11760000.0,2756.0,0.139,579000.0,1488000.0,483.49,337.6623376623377
321,0.0077,2.6,11760000.0,2971.0,0.1,745000.0,1907000.0,445.80999999999995,337.6623376623377
322,0.0077,2.6,11760000.0,2971.0,0.124,542000.0,1488000.0,491.68999999999994,337.6623376623377
323,0.0077,2.6,11760000.0,2971.0,0.183,291000.0,1116000.0,544.5899999999999,337.6623376623377
324,0.0077,2.6,11760000.0,3252.0,0.095,692000.0,1930000.0,457.98,337.6623376623377
325,0.0077,2.6,11760000.0,3252.0,0.174,260000.0,1116000.0,550.71,337.6623376623377
326,0.0077,2.6,11760000.0,3281.0,0.112,486000.0,1500000.0,503.92999999999995,337.6623376623377
327,0.0077,2.6,11760000.0,3442.0,0.11,458000.0,1500000.0,509.96,337.6623376623377
328,0.0077,2.6,11760000.0,3777.0,0.092,584000.0,1930000.0,482.37,337.6623376623377
329,0.0077,2.6,11760000.0,5727.0,0.197,113000.0,1535000.0,577.96,337.6623376623377
330,0.0077,2.6,11760000.0,5984.0,0.216,67000.0,1500000.0,585.75,337.6623376623377
331,0.0104,3.8,11760000.0,609.0,0.786,767000.0,709000.0,440.73,365.38461538461536
332,0.0104,3.8,11760000.0,805.0,0.567,625000.0,709000.0,473.18999999999994,365.38461538461536
333,0.0104,3.8,11760000.0,1014.0,0.464,477000.0,721000.0,505.87,365.38461538461536
334,0.0104,3.8,11760000.0,1214.0,0.331,897000.0,1069000.0,410.34999999999997,365.38461538461536
335,0.0104,3.8,11760000.0,1397.0,0.215,1201000.0,1383000.0,337.88,365.38461538461536
336,0.0104,3.8,11760000.0,1501.0,0.26,745000.0,1081000.0,445.80999999999995,365.38461538461536
337,0.0104,3.8,11760000.0,1515.0,0.326,301000.0,721000.0,542.5899999999999,365.38461538461536
338,0.0104,3.8,11760000.0,1515.0,0.334,281000.0,709000.0,546.5799999999999,365.38461538461536
339,0.0104,3.8,11760000.0,1940.0,0.304,169000.0,709000.0,567.96,365.38461538461536
340,0.0104,3.8,11760000.0,1995.0,0.159,863000.0,1418000.0,418.34999999999997,365.38461538461536
341,0.0104,3.8,11760000.0,1995.0,0.19,556000.0,1069000.0,488.59,365.38461538461536
342,0.0104,3.8,11760000.0,1995.0,0.302,136000.0,686000.0,573.92,365.38461538461536
343,0.0104,3.8,11760000.0,2384.0,0.314,61000.0,709000.0,586.74,365.38461538461536
344,0.0104,3.8,11760000.0,2453.0,0.124,692000.0,1395000.0,457.98,365.38461538461536
345,0.00384,0.799,14710000.0,3958.0,-0.082,701000.0,2950000.0,482.14,208.07291666666669
346,0.00384,0.799,14710000.0,4006.0,0.106,357000.0,2280000.0,554.8599999999999,208.07291666666669
347,0.00384,0.799,14710000.0,4006.0,0.111,309000.0,2080000.0,564.0899999999999,208.07291666666669
348,0.00384,0.799,14710000.0,4006.0,0.134,254000.0,1939000.0,574.29,208.07291666666669
349,0.00384,0.799,14710000.0,4006.0,0.164,203000.0,1839000.0,583.3199999999999,208.07291666666669
350,0.00384,0.799,14710000.0,4006.0,0.187,137000.0,1639000.0,594.31,208.07291666666669
351,0.00384,0.799,14710000.0,4006.0,0.213,80000.0,1480000.0,603.03,208.07291666666669
352,0.00384,0.799,14710000.0,4990.0,0.123,254000.0,2339000.0,574.29,208.07291666666669
353,0.00384,0.799,14710000.0,4942.0,0.149,203000.0,2189000.0,583.3199999999999,208.07291666666669
354,0.00384,0.799,14710000.0,4942.0,0.184,137000.0,2000000.0,594.31,208.07291666666669
355,0.00384,0.799,14710000.0,4942.0,0.206,86000.0,1820000.0,602.15,208.07291666666669
356,0.00384,1.549,14710000.0,3982.0,0.185,537000.0,1800000.0,518.0,403.38541666666663
357,0.00384,1.549,14710000.0,3982.0,0.197,479000.0,1700000.0,530.21,403.38541666666663
358,0.00384,1.549,14710000.0,3982.0,0.231,403000.0,1589000.0,545.75,403.38541666666663
359,0.00384,1.549,14710000.0,3958.0,0.255,352000.0,1520000.0,555.8299999999999,403.38541666666663
360,0.00384,1.549,14710000.0,4006.0,0.261,287000.0,1400000.0,568.22,403.38541666666663
361,0.00384,1.549,14710000.0,4006.0,0.258,220000.0,1230000.0,580.3599999999999,403.38541666666663
362,0.00384,1.549,14710000.0,4006.0,0.272,167000.0,1130000.0,589.42,403.38541666666663
363,0.00384,1.549,14710000.0,3982.0,0.294,106000.0,1019000.0,599.15,403.38541666666663
364,0.00384,1.549,14710000.0,3982.0,0.316,47000.0,919000.0,607.69,403.38541666666663
365,0.0051,2.6,14710000.0,2027.0,0.289,378000.0,662000.0,550.73,509.80392156862746
366,0.0051,2.6,14710000.0,2258.0,0.302,287000.0,662000.0,568.22,509.80392156862746
367,0.0051,2.6,14710000.0,2503.0,0.277,678000.0,1163000.0,487.27,509.80392156862746
368,0.0051,2.6,14710000.0,2965.0,0.296,185000.0,709000.0,586.4,509.80392156862746
369,0.0051,2.6,14710000.0,2992.0,0.227,575000.0,1163000.0,509.86,509.80392156862746
370,0.0051,2.6,14710000.0,3495.0,0.216,464000.0,1163000.0,533.3199999999999,509.80392156862746
371,0.0051,2.6,14710000.0,3522.0,0.316,73000.0,686000.0,604.04,509.80392156862746
372,0.00607,0.792,14710000.0,1604.0,0.026,687000.0,2200000.0,485.26,130.47775947281716
373,0.00607,0.792,14710000.0,1604.0,0.096,508000.0,1860000.0,524.15,130.47775947281716
374,0.00607,0.792,14710000.0,1604.0,0.155,362000.0,1610000.0,553.88,130.47775947281716
375,0.00607,0.792,14710000.0,1604.0,0.178,254000.0,1370000.0,574.29,130.47775947281716
376,0.00607,0.792,14710000.0,1604.0,0.213,137000.0,1119000.0,594.31,130.47775947281716
377,0.00607,0.792,14710000.0,2208.0,-0.015,566000.0,2450000.0,511.79999999999995,130.47775947281716
378,0.00607,0.792,14710000.0,2208.0,0.095,362000.0,1960000.0,553.88,130.47775947281716
379,0.00607,0.792,14710000.0,2199.0,0.166,143000.0,1360000.0,593.3499999999999,130.47775947281716
380,0.00607,0.792,14710000.0,2199.0,0.21,73000.0,1250000.0,604.04,130.47775947281716
381,0.00607,0.792,14710000.0,2707.0,-0.057,678000.0,3200000.0,487.27,130.47775947281716
382,0.00607,0.792,14710000.0,2707.0,-0.002,542000.0,2800000.0,516.9399999999999,130.47775947281716
383,0.00607,0.792,14710000.0,2717.0,0.038,444000.0,2520000.0,537.44,130.47775947281716
384,0.00607,0.792,14710000.0,2698.0,0.118,197000.0,1689000.0,584.3599999999999,130.47775947281716
385,0.00607,0.792,14710000.0,2717.0,0.181,73000.0,1380000.0,604.04,130.47775947281716
386,0.00607,0.792,14710000.0,3207.0,-0.07,603000.0,3261000.0,503.78999999999996,130.47775947281716
387,0.00607,0.792,14710000.0,3187.0,0.013,424000.0,2660000.0,541.51,130.47775947281716
388,0.00607,0.792,14710000.0,3187.0,0.081,214000.0,1870000.0,581.41,130.47775947281716
389,0.00607,0.792,14710000.0,3187.0,0.156,67000.0,1420000.0,604.9,130.47775947281716
390,0.00607,0.792,14710000.0,4013.0,-0.04,464000.0,3261000.0,533.3199999999999,130.47775947281716
391,0.00607,0.792,14710000.0,4013.0,0.035,309000.0,2700000.0,564.0899999999999,130.47775947281716
392,0.00607,0.792,14710000.0,4013.0,0.102,137000.0,1930000.0,594.31,130.47775947281716
393,0.00607,0.792,14710000.0,4013.0,0.147,67000.0,1739000.0,604.9,130.47775947281716
394,0.00607,0.792,14710000.0,4954.0,-0.007,362000.0,3411000.0,553.88,130.47775947281716
395,0.00607,0.792,14710000.0,4963.0,0.051,248000.0,2940000.0,575.37,130.47775947281716
396,0.00607,0.792,14710000.0,4992.0,0.138,67000.0,2060000.0,604.9,130.47775947281716
397,0.0077,2.6,14710000.0,1032.0,0.471,488000.0,744000.0,528.3399999999999,337.6623376623377
398,0.0077,2.6,14710000.0,1235.0,0.381,424000.0,755000.0,541.51,337.6623376623377
399,0.0077,2.6,14710000.0,1271.0,0.34,858000.0,1128000.0,446.38,337.6623376623377
400,0.0077,2.6,14710000.0,1295.0,0.399,155000.0,558000.0,591.4,337.6623376623377
401,0.0077,2.6,14710000.0,1426.0,0.321,388000.0,755000.0,548.75,337.6623376623377
402,0.0077,2.6,14710000.0,1474.0,0.266,710000.0,1104000.0,480.12,337.6623376623377
403,0.0077,2.6,14710000.0,1486.0,0.348,137000.0,558000.0,594.31,337.6623376623377
404,0.0077,2.6,14710000.0,1522.0,0.224,1103000.0,1488000.0,388.80999999999995,337.6623376623377
405,0.0077,2.6,14710000.0,1742.0,0.229,617000.0,1093000.0,500.73,337.6623376623377
406,0.0077,2.6,14710000.0,1748.0,0.175,980000.0,1442000.0,417.91999999999996,337.6623376623377
407,0.0077,2.6,14710000.0,2017.0,0.223,293000.0,779000.0,567.0999999999999,337.6623376623377
408,0.0077,2.6,14710000.0,2255.0,0.09,1061000.0,1918000.0,398.78999999999996,337.6623376623377
409,0.0077,2.6,14710000.0,2261.0,0.116,773000.0,1488000.0,465.88,337.6623376623377
410,0.0077,2.6,14710000.0,2440.0,0.212,185000.0,755000.0,586.4,337.6623376623377
411,0.0077,2.6,14710000.0,2458.0,0.086,923000.0,1884000.0,431.28,337.6623376623377
412,0.0077,2.6,14710000.0,2470.0,0.17,439000.0,1128000.0,538.46,337.6623376623377
413,0.0077,2.6,14710000.0,2500.0,0.131,682000.0,1500000.0,486.38,337.6623376623377
414,0.0077,2.6,14710000.0,2750.0,0.117,613000.0,1488000.0,501.61,337.6623376623377
415,0.0077,2.6,14710000.0,2750.0,0.09,836000.0,1884000.0,451.46,337.6623376623377
416,0.0077,2.6,14710000.0,2798.0,0.25,99000.0,767000.0,600.21,337.6623376623377
417,0.0077,2.6,14710000.0,3001.0,0.265,60000.0,767000.0,605.89,337.6623376623377
418,0.0077,2.6,14710000.0,3001.0,0.132,537000.0,1488000.0,518.0,337.6623376623377
419,0.0077,2.6,14710000.0,3156.0,0.201,254000.0,1093000.0,574.29,337.6623376623377
420,0.0077,2.6,14710000.0,3252.0,0.132,493000.0,1511000.0,527.29,337.6623376623377
421,0.0077,2.6,14710000.0,3472.0,0.148,439000.0,1523000.0,538.46,337.6623376623377
422,0.0077,2.6,14710000.0,3520.0,0.219,191000.0,1116000.0,585.38,337.6623376623377
423,0.0077,2.6,14710000.0,3532.0,0.111,622000.0,1907000.0,499.64,337.6623376623377
424,0.0077,2.6,14710000.0,3663.0,0.161,383000.0,1488000.0,549.74,337.6623376623377
425,0.0077,2.6,14710000.0,4301.0,0.189,287000.0,1546000.0,568.22,337.6623376623377
426,0.0077,2.6,14710000.0,4636.0,0.186,243000.0,1511000.0,576.27,337.6623376623377
427,0.0077,2.6,14710000.0,4749.0,0.195,226000.0,1523000.0,579.3,337.6623376623377
428,0.0077,2.6,14710000.0,4999.0,0.147,362000.0,1907000.0,553.88,337.6623376623377
429,0.0077,2.6,14710000.0,5137.0,0.214,167000.0,1500000.0,589.42,337.6623376623377
430,0.0077,2.6,14710000.0,5357.0,0.229,137000.0,1500000.0,594.31,337.6623376623377
431,0.0077,2.6,14710000.0,5495.0,0.163,287000.0,1884000.0,568.22,337.6623376623377
432,0.0077,2.6,14710000.0,5495.0,0.232,124000.0,1523000.0,596.37,337.6623376623377
433,0.0077,2.6,14710000.0,6079.0,0.185,231000.0,1930000.0,578.42,337.6623376623377
434,0.00807,0.778,14710000.0,1005.0,0.112,464000.0,1510000.0,533.3199999999999,96.40644361833952
435,0.00807,0.778,14710000.0,1011.0,0.166,309000.0,1269000.0,564.0899999999999,96.40644361833952
436,0.00807,0.778,14710000.0,1000.0,0.214,197000.0,1100000.0,584.3599999999999,96.40644361833952
437,0.00807,0.782,14710000.0,1011.0,-0.087,923000.0,2170000.0,431.28,96.90210656753408
438,0.00807,0.782,14710000.0,1011.0,-0.043,791000.0,1950000.0,461.78,96.90210656753408
439,0.00807,0.782,14710000.0,1016.0,0.043,608000.0,1720000.0,502.7,96.90210656753408
440,0.0078,0.776,14710000.0,1593.0,-0.101,746000.0,2580000.0,472.01,99.48717948717949
441,0.00807,0.785,14710000.0,1603.0,-0.054,608000.0,2300000.0,502.7,97.27385377942998
442,0.00807,0.785,14710000.0,1592.0,0.014,464000.0,1989000.0,533.3199999999999,97.27385377942998
443,0.00807,0.785,14710000.0,1597.0,0.076,309000.0,1620000.0,564.0899999999999,97.27385377942998
444,0.00807,0.785,14710000.0,1597.0,0.154,137000.0,1260000.0,594.31,97.27385377942998
445,0.00802,1.57,14710000.0,1012.0,0.279,464000.0,969000.0,533.3199999999999,195.76059850374068
446,0.00802,1.57,14710000.0,1001.0,0.317,362000.0,880000.0,553.88,195.76059850374068
447,0.00802,1.57,14710000.0,1001.0,0.33,243000.0,750000.0,576.27,195.76059850374068
448,0.00802,1.57,14710000.0,1601.0,0.03,923000.0,1989000.0,431.28,195.76059850374068
449,0.00802,1.57,14710000.0,1606.0,0.081,791000.0,1789000.0,461.78,195.76059850374068
450,0.00802,1.57,14710000.0,1601.0,0.128,655000.0,1610000.0,492.37,195.76059850374068
451,0.00802,1.57,14710000.0,1601.0,0.151,513000.0,1370000.0,523.0899999999999,195.76059850374068
452,0.00802,1.57,14710000.0,1601.0,0.17,362000.0,1110000.0,553.88,195.76059850374068
453,0.00802,1.57,14710000.0,1601.0,0.225,197000.0,889000.0,584.3599999999999,195.76059850374068
454,0.00802,1.57,14710000.0,1601.0,0.276,73000.0,750000.0,604.04,195.76059850374068
455,0.00802,1.57,14710000.0,2189.0,0.012,787000.0,2239000.0,462.68999999999994,195.76059850374068
456,0.00802,1.57,14710000.0,2195.0,0.049,655000.0,1980000.0,492.37,195.76059850374068
457,0.00802,1.57,14710000.0,2195.0,0.085,518000.0,1700000.0,522.04,195.76059850374068
458,0.00802,1.57,14710000.0,2195.0,0.133,367000.0,1430000.0,552.9,195.76059850374068
459,0.00802,1.57,14710000.0,2206.0,0.138,254000.0,1169000.0,574.29,195.76059850374068
460,0.00802,1.57,14710000.0,2189.0,0.219,73000.0,860000.0,604.04,195.76059850374068
461,0.00802,1.57,14710000.0,2700.0,-0.005,796000.0,2720000.0,460.64,195.76059850374068
462,0.00802,1.57,14710000.0,2722.0,0.023,650000.0,2350000.0,493.48,195.76059850374068
463,0.00802,1.57,14710000.0,2711.0,0.054,561000.0,2130000.0,512.87,195.76059850374068
464,0.01075,3.0,14710000.0,1004.0,0.393,357000.0,686000.0,554.8599999999999,279.0697674418605
465,0.01075,3.0,14710000.0,1004.0,0.365,464000.0,752000.0,533.3199999999999,279.0697674418605
466,0.01075,3.0,14710000.0,1004.0,0.407,260000.0,614000.0,573.2,279.0697674418605
467,0.01075,3.0,14710000.0,1001.0,0.441,137000.0,534000.0,594.31,279.0697674418605
468,0.01075,3.0,14710000.0,995.0,0.484,5000.0,434000.0,613.14,279.0697674418605
469,0.0104,3.8,14710000.0,534.0,0.696,214000.0,337000.0,581.41,365.38461538461536
470,0.0104,3.8,14710000.0,671.0,0.543,265000.0,383000.0,572.28,365.38461538461536
471,0.0104,3.8,14710000.0,700.0,0.533,155000.0,337000.0,591.4,365.38461538461536
472,0.0104,3.8,14710000.0,785.0,0.456,469000.0,500000.0,532.29,365.38461538461536
473,0.0104,3.8,14710000.0,995.0,0.374,336000.0,488000.0,558.93,365.38461538461536
474,0.0104,3.8,14710000.0,1112.0,0.226,1200000.0,1081000.0,365.65,365.38461538461536
475,0.0104,3.8,14710000.0,1112.0,0.268,728000.0,755000.0,476.06999999999994,365.38461538461536
476,0.0104,3.8,14710000.0,1338.0,0.238,566000.0,744000.0,511.79999999999995,365.38461538461536
477,0.0104,3.8,14710000.0,1361.0,0.174,975000.0,1058000.0,419.09999999999997,365.38461538461536
478,0.0104,3.8,14710000.0,1668.0,0.194,444000.0,744000.0,537.44,365.38461538461536
479,0.0104,3.8,14710000.0,1675.0,0.168,769000.0,1069000.0,466.78999999999996,365.38461538461536
480,0.0104,3.8,14710000.0,1701.0,0.199,414000.0,709000.0,543.54,365.38461538461536
481,0.0104,3.8,14710000.0,2178.0,0.225,282000.0,744000.0,569.15,365.38461538461536
482,0.0104,3.8,14710000.0,2211.0,0.22,254000.0,744000.0,574.29,365.38461538461536
483,0.0104,3.8,14710000.0,2218.0,0.153,522000.0,1058000.0,521.1899999999999,365.38461538461536
484,0.0104,3.8,14710000.0,2237.0,0.101,867000.0,1465000.0,444.29999999999995,365.38461538461536
485,0.0104,3.8,14710000.0,2270.0,0.049,1175000.0,1884000.0,371.63,365.38461538461536
486,0.0104,3.8,14710000.0,2479.0,0.098,764000.0,1465000.0,467.92999999999995,365.38461538461536
487,0.0104,3.8,14710000.0,2679.0,0.228,173000.0,767000.0,588.42,365.38461538461536
488,0.0104,3.8,14710000.0,2777.0,0.034,980000.0,1895000.0,417.91999999999996,365.38461538461536
489,0.0104,3.8,14710000.0,2777.0,0.17,383000.0,1058000.0,549.74,365.38461538461536
490,0.0104,3.8,14710000.0,2806.0,0.237,143000.0,755000.0,593.3499999999999,365.38461538461536
491,0.0104,3.8,14710000.0,2832.0,0.247,118000.0,744000.0,597.3,365.38461538461536
492,0.0104,3.8,14710000.0,3359.0,0.059,755000.0,1860000.0,469.96999999999997,365.38461538461536
493,0.0104,3.8,14710000.0,3359.0,0.198,254000.0,1058000.0,574.29,365.38461538461536
494,0.0104,3.8,14710000.0,3444.0,0.136,488000.0,1488000.0,528.3399999999999,365.38461538461536
495,0.01075,4.0,14710000.0,2030.0,0.181,464000.0,885000.0,533.3199999999999,372.093023255814
496,0.01075,4.0,14710000.0,2030.0,0.204,362000.0,783000.0,553.88,372.093023255814
497,0.01075,4.0,14710000.0,2017.0,0.242,254000.0,689000.0,574.29,372.093023255814
498,0.01075,4.0,14710000.0,2017.0,0.283,143000.0,598000.0,593.3499999999999,372.093023255814
499,0.01075,4.0,14710000.0,2783.0,0.173,439000.0,1197000.0,538.46,372.093023255814
500,0.01075,4.0,14710000.0,2749.0,0.188,362000.0,1031000.0,553.88,372.093023255814
501,0.01075,4.0,14710000.0,2749.0,0.188,362000.0,1031000.0,553.88,372.093023255814
502,0.0104,3.8,15690000.0,605.0,0.685,1091000.0,721000.0,400.65999999999997,365.38461538461536
503,0.0104,3.8,15690000.0,605.0,0.71,1048000.0,709000.0,410.83,365.38461538461536
504,0.0104,3.8,15690000.0,828.0,0.398,887000.0,709000.0,448.46999999999997,365.38461538461536
505,0.0104,3.8,15690000.0,998.0,0.338,744000.0,721000.0,481.04999999999995,365.38461538461536
506,0.0104,3.8,15690000.0,1250.0,0.245,618000.0,721000.0,508.84999999999997,365.38461538461536
507,0.0104,3.8,15690000.0,1511.0,0.209,497000.0,721000.0,534.48,365.38461538461536
508,0.0104,3.8,15690000.0,1743.0,0.216,374000.0,697000.0,559.13,365.38461538461536
509,0.0104,3.8,15690000.0,1956.0,0.272,264000.0,721000.0,579.5999999999999,365.38461538461536
510,0.0104,3.8,15690000.0,1998.0,0.235,292000.0,721000.0,574.56,365.38461538461536
511,0.0104,3.8,15690000.0,2361.0,0.267,181000.0,732000.0,593.75,365.38461538461536
512,0.0104,3.8,15690000.0,2862.0,0.274,92000.0,721000.0,607.3,365.38461538461536
513,0.0104,3.8,15690000.0,2460.0,0.11,730000.0,1395000.0,484.18999999999994,365.38461538461536
514,0.0104,3.8,15690000.0,2943.0,0.114,575000.0,1372000.0,518.0999999999999,365.38461538461536
515,0.0104,3.8,15690000.0,3470.0,0.153,426000.0,1360000.0,548.91,365.38461538461536
516,0.00384,0.799,17650000.0,4006.0,0.049,400000.0,2210000.0,569.5999999999999,208.07291666666669
517,0.00384,0.799,17650000.0,4006.0,0.089,344000.0,2080000.0,579.92,208.07291666666669
518,0.00384,0.799,17650000.0,4006.0,0.16,223000.0,1780000.0,600.45,208.07291666666669
519,0.00384,0.799,17650000.0,4006.0,0.258,86000.0,1489000.0,619.69,208.07291666666669
520,0.00384,0.799,17650000.0,4990.0,0.12,279000.0,2339000.0,591.28,208.07291666666669
521,0.00384,0.799,17650000.0,4966.0,0.247,86000.0,1789000.0,619.69,208.07291666666669
